"","kME1","kME3","kME5","kME6","kME2","kME4","kME0"
"ABHD11",-0.132894367970749,0.267791602207704,0.0775023567215473,-0.102397585201224,-0.265454117725443,-0.221758787252806,-0.00837336200688515
"ABHD12",0.616129550865077,0.154242741382453,0.482130708140926,0.0399153206030879,-0.0949095125275916,-0.140225082110944,0.509627779550061
"ABHD12B",-0.0556887120286959,-0.305340131190448,-0.231513257812209,0.112820850386241,0.328765875917498,0.234689022811489,-0.093846037648049
"ABHD14A",0.144282394502763,-0.137414956011109,-0.00988826774116057,-0.169695591621965,0.316231778450982,-0.011770358063121,0.147748358154306
"ABHD14B",0.546966945342404,-0.199892561825119,0.202620691914604,-0.060000670388701,0.374691988981321,0.0642774504367892,0.514018736098067
"ABHD15",0.187536515302834,-0.570139914617875,-0.330423557147432,0.0281028316705524,0.749540794614908,0.413757202808601,0.135241568014589
"ABHD2",0.507455137858527,-0.00114191874830166,0.37043874766541,0.168322789250743,0.0391713078103352,0.0030644373475465,0.47774108211273
"ABHD3",0.537329267367262,0.216041020204706,0.504992350702651,0.0958379718336942,-0.151205721194801,-0.191470186229492,0.60983825730503
"ABHD4",0.215840678702272,-0.420359423176788,-0.196976776774743,-0.0874240899754534,0.498865181496491,0.270185621097169,0.155176730938958
"ABHD5",0.545366532720454,-0.235454900279994,0.146517461536328,0.10059745705471,0.281925045882744,0.207470408791326,0.560524626629999
"ABHD6",0.342666056210999,0.0497129626104933,0.227789218592462,0.0268172982208548,-0.0388158199410826,-0.0396417393779165,0.419838859149326
"ABHD8",-0.0270260482343723,-0.339018839342402,-0.264638767264351,-0.0216541033299098,0.407411925719407,0.242423692519221,-0.0555956115442502
"ABI1",0.336314681461298,-0.020275551573658,0.202945434751362,-0.00140113576491809,0.108058720893745,-0.00513191614568814,0.327628219156489
"ABI2",0.0526424876501491,-0.0672698022895868,-0.0316114203913117,-0.0380739742196661,0.0385402977114633,0.020656302191305,0.0966295591990477
"ABI3",0.160589248687714,0.619000350766827,0.59233144934178,0.159914302876669,-0.665978459523021,-0.440896512534826,0.13305308626113
"ABI3BP",0.134440565351675,-0.183167707447237,-0.0585285798120803,-0.162942918687464,0.310037523035506,0.0600053111374689,0.131813580464775
"ABL1",0.593299553932807,-0.375000454602489,0.103591605943885,0.17765363621171,0.369284526437087,0.348213753611119,0.485998160681638
"ABL2",0.401780924967966,-0.292638902719596,0.0329652411927107,0.0712555764790965,0.28294641982558,0.249352539362474,0.306239723794041
"ABLIM1",0.219705526340318,-0.0302454884033008,0.11443080028752,-0.228853147773741,0.29182532629939,-0.0983421502113096,0.196451061573066
