"","kME1","kME3","kME5","kME6","kME2","kME4","kME0"
"C21orf2",0.229760707593171,0.118229934518144,0.209495683243642,0.00835173011627467,-0.0507252110371265,-0.103236111081619,0.314131369502724
"C21orf29",0.400766816093868,0.323229649970708,0.542303816234104,0.21496920154075,-0.41863285659078,-0.129522853073309,0.360827793624547
"C21orf33",0.213441082251646,0.634043743432465,0.644344336046323,0.104565289055186,-0.772397274886495,-0.414354993790003,0.250068796766339
"C21orf34",-0.137916921792819,0.304462053845055,0.110179238524497,-0.113735640093637,-0.208628647998766,-0.273753860200341,-0.0277254389735009
"C21orf45",0.384229438699832,0.0803261264730032,0.280660042859601,0.0337437172499083,-0.0685388487521166,-0.0805854002178864,0.297008445209661
"C21orf49",0.425598525777666,0.170606823861595,0.38520370027974,0.0172990648811027,-0.110757743056196,-0.135158112500032,0.536484397448854
"C21orf57",0.344321068169201,0.212035182302241,0.356783569842758,0.022086693663272,-0.0946313275895293,-0.185759028386368,0.507615977036059
"C21orf58",0.48547402263856,0.308001113198301,0.496832073242656,-0.03985217631824,-0.205822387639648,-0.267943345815607,0.529532746984603
"C21orf59",0.819175661620082,-0.0354775841341994,0.488634454618551,0.189567584417239,0.0446799493422193,0.0658349724607221,0.683960655795925
"C21orf62",-0.0698922295641555,-0.655200277936882,-0.5188530116391,0.132306783133956,0.730744029363736,0.532154048738623,-0.0843130536819883
"C21orf63",0.452110500300995,-0.370692619752894,0.0112920785290934,-4.54930795308255e-05,0.464456667612278,0.255694160548596,0.386414230945423
"C21orf66",0.425598525777666,0.170606823861595,0.38520370027974,0.0172990648811027,-0.110757743056196,-0.135158112500032,0.536484397448854
"C21orf67",0.582000726706625,0.142244369642505,0.462295124537171,0.100949747310813,-0.120177947926403,-0.0881468838008279,0.485968592994183
"C21orf7",-0.0657004692697163,-0.440943490671711,-0.375810587473436,-0.0520847205817203,0.53962821250665,0.248199474386996,-0.0881578147726525
"C21orf70",-0.435881845891242,-0.356209680523914,-0.586069806488015,-0.193499489675017,0.564937262645709,0.210914797444424,-0.456473061190195
"C21orf82",-0.0773065215826747,-0.848757613283601,-0.649809720816742,0.0665025583585398,0.765379652526678,0.76292992542689,-0.122836123712914
"C21orf84",-0.306430476983113,0.277321612591813,-0.0319697682149968,-0.342842843039742,-0.0459188975955424,-0.356406818779906,-0.231085750462686
"C21orf88",-0.0833172695721056,-0.650449829380579,-0.46349732607408,0.229944747406844,0.387181876524926,0.784603248103308,-0.0926217052586574
"C21orf91",0.432291457562446,0.177877121129791,0.378178965257796,0.0319601756866365,-0.0927574719872216,-0.154089376853448,0.498908628271985
"C22orf13",0.807877541663495,0.0838639353243062,0.554556197418459,0.119960455181865,-0.035954044978405,-0.0467493059512592,0.709518191518687
"C22orf15",0.0165764011529943,-0.484912237031772,-0.318595318586332,0.0532435785320627,0.459720600497829,0.395988696794089,-0.0239823341938695
"C22orf23",0.48797942946989,0.202946030267737,0.440485135725065,0.0551729029585582,-0.11259414506939,-0.172697641737834,0.60264791322743
"C22orf24",0.231539553445648,0.636760175803001,0.563347744166143,-0.108885334937727,-0.433234401261524,-0.598258482976208,0.313993051858149
"C22orf25",0.00341740299842265,-0.244038172830241,-0.19882158971787,-0.0749945970950258,0.54086700228017,0.117027639796926,-0.0289229299595322
"C22orf26",-0.0949047266418801,-0.263776012185905,-0.272878107050604,-0.248281803776727,0.36069624442727,0.0862497628803399,-0.120829647472202
"C22orf27",-0.00351349173870057,-0.118259489396825,-0.0716548864862506,0.0324996872705717,0.0518097831439479,0.0831839391805368,-0.0439971353326669
"C22orf28",0.363064675583229,0.112940428383342,0.297391465227804,0.0594937445328221,-0.110697103673515,-0.0887046478984997,0.364880100808762
"C22orf29",0.373681194301484,-0.00155030160838232,0.233182933531971,0.00468741022486322,0.0820744560554977,-0.0401192084733159,0.359295670741989
"C22orf30",0.430244456437471,0.483541452985961,0.655836615344169,0.0534696616683714,-0.459825727120552,-0.390779996984557,0.387848578546257
"C22orf32",0.419735713794723,0.10174659797476,0.315711391596021,0.0442173703520643,-0.0497277445333893,-0.0697670178043237,0.331455410109016
"C22orf33",-0.00640408771501348,-0.579168617262727,-0.467832715944326,-0.0544706058031063,0.838752209883633,0.362602507360243,-0.0580322369611168
"C22orf34",-0.187547533617161,-0.118329421544337,-0.23037183107725,-0.111815075324378,0.255342332979655,0.0201666522604645,-0.187724746127897
"C22orf36",0.10971034931447,-0.160488669021897,-0.0682570012530301,0.0447530818011607,0.357036380885148,0.0846932790275202,0.264253875687337
"C22orf39",0.362872102040729,0.810289620234361,0.841317558709159,0.00945011665485572,-0.703367528868078,-0.667638704256234,0.374686430693675
"C22orf40",0.287877253267933,0.141920232859374,0.301081432720184,-0.00618386729132895,-0.06420503918629,-0.133734340629191,0.263158455543511
"C22orf41",0.185424956280844,-0.0458265271888796,0.076414510152104,0.0326344780782371,0.0310699372233176,0.0320475009141292,0.180694463891103
"C22orf42",-0.0507332424703532,0.482689932124157,0.323569392237147,-0.0615812482220193,-0.489321536809568,-0.383130833163028,-0.0795549059298221
"C22orf45",-0.293876241321684,-0.587100878572549,-0.551090587824912,0.240479119033923,0.414303341423873,0.577134240500011,-0.311464054391218
"C22orf46",-0.369186766525409,-0.0877957149213613,-0.303158776561683,-0.119159432736406,0.15908228510312,0.0178018239545251,-0.34511648879615
"C22orf9",-0.386450652889858,-0.243985458724787,-0.443470689936497,-0.119855468044037,0.264506045002441,0.179022974692499,-0.295988881326379
"C2CD2",-0.111255597821727,-0.668851158341871,-0.53008369595973,0.105352631620124,0.647765502130396,0.589480583366959,-0.00907249854952306
"C2CD2L",0.446904404338323,-0.0613407354902966,0.211471811197872,-0.00713036372640237,0.197524347461636,-0.000524799151230587,0.388999163616416
"C2CD3",0.808962987352381,0.0951714544002256,0.563625157347694,0.107039586391576,-0.0212282448698191,-0.0768046778531373,0.697048838122023
"C2CD4A",0.108426518367592,-0.518941605995207,-0.260469439304273,0.0542263438383446,0.404843930697029,0.480764797241194,0.0645827687858804
"C2CD4B",0.449083185206364,0.716178995736437,0.775119540073498,-0.0283234767964843,-0.533750486731349,-0.623342983747527,0.466932939036806
"C2CD4C",0.163372997324796,-0.083551736059462,0.0842228367896745,0.101698085172311,0.0533774139289835,0.160864279792616,0.136629810349547
"C2CD4D",0.181966662334253,0.330433297416295,0.337298294260006,-0.0174344578682684,-0.200035106634453,-0.297652854230867,0.352079021713267
"C2orf15",0.172686372441289,0.285932180228448,0.293461186483095,-0.0623789647171995,-0.0956245824998983,-0.299979702249106,0.212010013280409
"C2orf16",0.531585123540896,0.439903266003401,0.650845444861879,0.0516549045546508,-0.307611320649711,-0.370444508007945,0.510659528578794
"C2orf18",0.447476309172557,0.446579269640995,0.597272767372878,-0.0373704558267796,-0.349672982015814,-0.355567367450003,0.417552954929374
"C2orf24",0.635538557886125,0.135026678562025,0.479458599139739,0.0695539448416635,-0.0813341444698296,-0.110624572898782,0.568199364538443
"C2orf28",0.696258073876891,0.0519270544501277,0.469463173306531,0.128118152143886,-0.0120390675360587,-0.0215921826296559,0.718867040835899
"C2orf3",0.172369152777113,0.0853388847707307,0.219233636474593,0.0405531457179273,-0.0651641989963996,-0.0887185776943127,0.201246771352693
"C2orf34",0.221624553066783,-0.639352352328214,-0.287205122211328,0.302456087304025,0.401444784485749,0.696264202634831,0.174516394240743
"C2orf39",-0.0661376552530848,-0.772328250227137,-0.54363223187668,0.204021211090957,0.583824751671271,0.775987034037169,-0.095423526494589
"C2orf40",-0.229080840686567,-0.772420309800203,-0.664470073230725,0.16085006217009,0.563423571294458,0.791600412479805,-0.275015692866387
"C2orf42",0.484844325066279,0.123523876031667,0.403525781251944,0.0362848311819725,-0.023205029347649,-0.169977273805094,0.503593434524664
"C2orf43",0.693493682007455,0.117106549824308,0.516653319145015,0.111120732086027,-0.056823474182449,-0.0692368748489642,0.61959034951163
"C2orf44",0.690644704274656,0.109393899603927,0.49734792539778,0.0905809670411148,-0.0293841562461457,-0.0918253228368652,0.617127387703798
"C2orf47",0.479241786774544,0.20041347462468,0.415298131829156,0.0409810174900393,-0.163825602424339,-0.151520186984427,0.449761622741269
"C2orf48",0.0877551367834609,0.193947050301127,0.224145073972648,-0.00130486251314519,-0.113629901425077,-0.0972445934651331,0.147412223314909
"C2orf49",0.572807458079726,0.0118682084255598,0.371086634195942,0.129029212900651,-0.0286632880282128,0.0271864485051463,0.485377057331683
"C2orf50",0.188542954414877,0.0570304835794477,0.150334089316793,0.00502919287181751,0.0361249713398153,-0.0822467191455396,0.145816291070944
"C2orf52",0.327947898101151,0.0897387080407353,0.251122174134601,0.0390409916856927,-0.0615760014896105,-0.062808787797344,0.279380034475228
"C2orf54",0.188197899590241,0.78459173236576,0.672830342218226,-0.0875237777671612,-0.605747002546941,-0.676033743835332,0.21744687258622
"C2orf55",-0.0934549797656087,-0.602637629799655,-0.459241466588984,0.178719515460429,0.479954579502824,0.583175175338592,-0.0972120283937982
"C2orf56",0.674926861016338,0.182440893198564,0.523871367873524,0.0670214913645709,-0.115348065101642,-0.139644799310681,0.539959514871643
"C2orf57",-0.147500837542065,-0.652448548513311,-0.593204773055357,-0.10664540751919,0.8346615330138,0.436961822749663,-0.210468060889977
"C2orf58",-0.00293881212624115,-0.319337709498921,-0.234470082621922,-0.0436952991077426,0.463717644541283,0.198393501552794,-0.0207879162901996
"C2orf60",0.479241786774544,0.20041347462468,0.415298131829156,0.0409810174900393,-0.163825602424339,-0.151520186984427,0.449761622741269
"C2orf61",-0.0701972408710154,0.418126194700917,0.255325461371613,-0.000930571595378299,-0.389094939628679,-0.352628865727125,0.00510101952773053
"C2orf62",0.165805817877649,-0.591177067459469,-0.324115121562882,0.0495068847680564,0.678799709815368,0.463483911415158,0.232739706554025
"C2orf64",0.598495406761436,0.193197398257247,0.496244874778528,0.0642017959069438,-0.125731932279992,-0.156842892600928,0.605646159874667
"C2orf66",-0.0375684329848313,0.767342057006422,0.50119798320854,-0.141195319919746,-0.59416907046876,-0.666138648534484,0.0186871135786375
"C2orf67",0.781546569942985,-0.152974921547095,0.373062744334172,0.146360507325491,0.160514593888663,0.138226271729818,0.667406741494969
"C2orf68",0.255831496036181,-0.234725351305897,-0.0239371362422003,0.00638993183014344,0.289218709133598,0.152328365112751,0.198089558441262
"C2orf69",0.124700723212017,-0.541590228660199,-0.333461969024672,-0.000769077050707051,0.657129516266044,0.386666919858567,0.106551026549121
"C2orf7",0.729582940865388,0.112563477951834,0.515263226581083,0.0877317275668372,-0.0439218552555783,-0.0990728137008742,0.59016069136534
"C2orf70",0.213180571666345,-0.157765676350662,0.0448614468345135,0.134040723187644,0.11363044107146,0.228428611758823,0.18914309109827
"C2orf71",0.108208385648656,0.664138357773097,0.527034532391779,-0.10655036275193,-0.508498207592675,-0.58020069776855,0.215195789058855
"C2orf72",0.0526722933607117,0.821334684280784,0.627108030102542,-0.0813523984398374,-0.619950835866902,-0.708304722347011,0.132524805624043
"C2orf73",0.437788963078638,-0.0688566196814964,0.235185279956089,0.0380925043187813,0.103664853169083,0.0244615409062771,0.354412412478069
"C2orf76",0.66931984194827,0.186840985755235,0.536416278351194,0.0814833089902589,-0.115879129121371,-0.142394100334368,0.694606953677647
"C2orf77",0.581051777208977,-0.0713989844276927,0.31390201793644,0.134470656643575,0.040945336327654,0.0933888558083941,0.484196413779049
"C2orf79",0.680817454215718,0.127564205437758,0.49787054805042,0.0880518893872652,-0.0750936607418806,-0.0992786287779665,0.52199140590998
"C2orf80",-0.0259962558301163,0.291695468484816,0.196241438473695,-0.00114463967002245,-0.269068683595922,-0.233615483698384,0.0640757308034531
"C2orf81",0.0625948931766447,-0.498859436619119,-0.302538160680887,0.105340389371072,0.455358984364769,0.431744393604039,0.0368472219820951
"C2orf82",0.0200613742171419,0.35718699703714,0.30440987916817,0.0448279110792174,-0.281412299707513,-0.246412197691073,0.0827309735887907
"C2orf85",0.0344981160849173,0.388808449673006,0.316285331951899,0.0523394388328893,-0.474012950375198,-0.258306482057079,0.059265549800296
"C2orf86",0.597788025455335,0.085690042243437,0.425866633915191,0.0829973762190559,-0.0837612869665805,-0.0595857416159543,0.566196876937882
"C2orf88",0.125663459383675,-0.617982330621247,-0.327542016482074,0.154902255188148,0.473786011622997,0.646494538755336,0.190928096910769
"C2orf89",0.482857913990839,-0.413833417964411,0.0440148617035191,0.159336982211845,0.285853445304799,0.424920234266285,0.381011547731239
"C2orf90",0.0890754726071557,0.354921616234301,0.29770300288235,0.0305492268327209,-0.22965128189139,-0.318932401728484,0.107355418148173
"C3",-0.11119727023993,-0.0518814022781472,-0.135041640975821,-0.0375296361751642,0.112849140062276,0.0105651032671651,-0.109270012390027
"C3AR1",-0.0608521160423035,-0.429180409379941,-0.368845363429082,-0.0817098608858986,0.548385608720198,0.286330114080744,-0.0936704427046707
"C3orf1",0.78346084875628,0.0512245204797162,0.535904280804726,0.117529854990927,0.00995968738979158,-0.0452400786898884,0.741282210887012
"C3orf10",0.365926682438237,0.0771199659152231,0.268229420087091,0.0271468489057184,-0.0488477011458334,-0.0651956827651008,0.321343247306609
"C3orf14",-0.14483759227564,-0.708883359381862,-0.55580024214943,0.154630205336675,0.518504735689904,0.718823294426126,-0.195673055232199
"C3orf15",-0.0722228775058038,-0.539029493776184,-0.382593674043287,0.257551383193334,0.319164692562043,0.599497129826838,-0.130765743664152
"C3orf16",0.0152750637086093,0.461668202607135,0.334748279417066,-0.067076707056552,-0.361976914900348,-0.380317193648132,0.117236833612708
"C3orf17",0.353817948091778,0.0572739162665629,0.265760407983391,0.00155539247819027,-0.00761999915176743,-0.0904359135593824,0.328055540331346
"C3orf18",0.346128343076405,-0.213927485170411,0.0585164618045503,-0.0794403301537883,0.359194233170166,0.116838011618733,0.352248804047693
"C3orf19",0.23819799958384,-0.48752666212448,-0.161976848267379,0.27316307293132,0.279890853523059,0.603034259909895,0.153993771548921
"C3orf21",-0.192563092844567,-0.51959471784432,-0.533812639329455,-0.0749400976746463,0.653427883920671,0.351477918023255,-0.208159319056582
"C3orf22",0.119900407637456,0.76634007005943,0.628143395117384,-0.0387150262782452,-0.721341010209195,-0.614640897546877,0.219649524164696
"C3orf23",0.666445458598827,0.088959093932826,0.483574132537832,0.15105054919108,-0.0853074235589788,-0.0384569754727598,0.565601524518779
"C3orf25",-0.325175908709332,-0.439865838373712,-0.507582622793921,0.0716560759814698,0.292828950425409,0.469232012126066,-0.298158184285763
"C3orf26",-0.322932323604388,-0.574263741439953,-0.589916765746306,0.0348170242903178,0.461889915660887,0.597612269495498,-0.338132795336556
"C3orf27",0.152681282141368,-0.0234993643377529,0.0756643692454294,-0.107525673498519,0.276229127292985,-0.0367752019633069,0.123629132438723
"C3orf30",-0.133382672712583,0.632601549030903,0.346842377735154,-0.151704340039837,-0.449258196934408,-0.570106711055018,-0.0128322204716981
"C3orf31",0.124132832908467,0.550446845509018,0.465825760565644,-0.0450206880481319,-0.402920917786669,-0.485971717886368,0.140093703152961
"C3orf32",-0.114481071045051,0.782488067302571,0.45789607784177,-0.189487425593861,-0.555977534787323,-0.693712502459027,-0.0135107529838408
"C3orf33",0.368568639071233,-0.414442964174382,-0.0150066947387619,0.234794428600818,0.343884425627502,0.424019368550205,0.315785091660739
"C3orf34",0.480284092828768,-0.109927123221995,0.179085296544718,-0.0445984066257815,0.305335953046029,0.0152923215040121,0.47461889302795
"C3orf36",-0.155886228970138,-0.413038773069347,-0.404772182899005,-0.127072530655268,0.511129566675784,0.278320480404095,-0.0598943032548975
"C3orf37",0.0581190022364407,-0.703672025575209,-0.4868703117672,-0.0136396577677128,0.808787037407423,0.53671364459339,0.0156236563769122
"C3orf38",0.450514685482925,0.0718535018097557,0.337722880243425,0.0879283328938299,-0.0388014782555815,-0.0488176931131552,0.540199653326225
"C3orf39",0.41488133854047,-0.0642545648198213,0.222996421969414,0.0782927242980368,0.107278306283721,0.0666030815949404,0.496030247014403
"C3orf42",-0.0448491833395481,-0.0626267357033463,-0.0739485704105588,-0.0625785846943566,0.161336254101831,0.0345532985932676,-0.0421228849150576
"C3orf43",0.401484303195601,0.704540648008462,0.783420002291726,0.0562443996133729,-0.608984383896122,-0.566693157770425,0.423793530890592
"C3orf45",0.0888930519088212,0.656975533696496,0.517617782550737,-0.10771199982265,-0.457409020014857,-0.594528330562238,0.142779003140855
"C3orf47",0.597959088993675,-0.0787998284631992,0.296094824628509,0.0779861920506211,0.161238978580185,0.0689018397987734,0.610030383437306
"C3orf50",0.558624764401706,-0.439269229677953,0.0595200846596367,0.268942838828926,0.301116399972925,0.508637504515526,0.417680351591631
"C3orf51",0.305655679045194,0.777115665046429,0.749862137757331,-0.096037515088381,-0.551672294732906,-0.681068232653994,0.357552142691333
"C3orf52",0.252763670655179,-0.504978314197391,-0.181704130511439,0.135131422833263,0.415074126787003,0.447601595370419,0.170371531900375
"C3orf54",0.662292606792877,0.13791092474168,0.492923239798921,0.104321965064828,-0.119205504365844,-0.098341521440799,0.627647877364271
"C3orf55",-0.0782680516496628,-0.604546049403188,-0.448526411362814,0.155272783975893,0.375198487785745,0.655299312900096,-0.0969602689297837
"C3orf57",0.422212767427612,-0.438018197347674,-0.0424771692885202,0.172935046682312,0.422848856051405,0.422314291690146,0.320690747116263
"C3orf58",0.7147250594712,-0.123467216802224,0.339952612309561,0.113525380742395,0.141185892656958,0.100667894345773,0.642705611660357
"C3orf59",0.048748256441139,-0.712196994138348,-0.440644870077361,0.207577294639403,0.543520597458812,0.720933837988586,-0.0408364215921834
"C3orf64",0.193062630557412,-0.185744969248996,-0.0364404607795515,-0.070798902273776,0.428366611652594,0.0550038169253801,0.179371151443144
"C3orf66",-0.0628138802958616,-0.619534407067617,-0.512059301044282,-0.0474524158892419,0.819138324983683,0.397221194841312,-0.105773822235334
"C3orf67",0.240026082879515,-0.290308862581572,-0.0292090432602348,0.17565011568574,0.24309796261509,0.274195166540678,0.181922482904618
"C3orf70",0.214400899563931,0.251952215152653,0.310077874745638,0.0312177688974126,-0.171115809349554,-0.200945081947098,0.38488200119816
"C3orf71",0.779755827609191,0.132661801284942,0.560187263581767,0.0728494336692925,-0.0242341669630563,-0.117330823945391,0.633907999888404
"C3orf72",-0.00191173639076263,-0.678499310790256,-0.448795905018142,0.20744743631382,0.554218945537745,0.688101405498716,-0.00439010345573389
"C3orf74",-0.137582947783399,-0.551496358978693,-0.496396974191251,-0.0646962921560225,0.747663807513209,0.337285836415089,-0.153648011311815
"C3orf75",0.739677587043394,0.0749046813336052,0.506762257990756,0.116379383355899,-0.0194714446870759,-0.0461761596044154,0.671875957690587
"C3orf79",-0.313744048914112,0.40819443193368,0.0762264521212627,-0.0977734889282145,-0.419187259429378,-0.313808809428249,-0.210468447519704
"C4BPA",-0.0754588451495806,-0.359819607497817,-0.32829238751908,-0.00176256912828451,0.566889660371167,0.214815547757925,-0.107451092292268
"C4orf10",0.156980842098993,0.552725987720751,0.470691554518054,-0.100794281527754,-0.276521131897733,-0.531549768921956,0.179095306382412
"C4orf12",0.0691085914758104,-0.584794735950214,-0.308265233942879,0.198285600706711,0.390569794860722,0.680234956567995,0.117363019272121
"C4orf14",0.511918216773735,0.257464369305228,0.477549847348599,-0.00903794118787102,-0.15082849472746,-0.219448687129539,0.59083220718207
"C4orf19",-0.0852506206716837,-0.329052253751972,-0.242521452930294,0.115551549039578,0.181388360135583,0.447182947412537,-0.032528739617896
"C4orf21",0.701194577770614,-0.06225797828531,0.399419669047963,0.134863260587693,0.053435219676693,0.0547514764211063,0.607001672689016
"C4orf22",0.298997018536041,-0.597757452089055,-0.222013653729831,0.121498793565235,0.502307068406186,0.552914517123261,0.184896843453729
"C4orf23",-0.405808249814571,-0.206383799382897,-0.433421025458473,-0.14540044831152,0.287798282611575,0.11397964893158,-0.342093130741808
"C4orf26",0.393200092493111,0.690293439506316,0.789508372004443,0.0931477579284466,-0.602206739002558,-0.537196747566309,0.396609778392836
"C4orf27",0.137975156455055,0.0275933423953106,0.123825816494191,0.0747596593357386,-0.0532016867091725,-0.00222201427266483,0.0915521793454976
"C4orf29",0.656291145163298,0.177678086306915,0.523685391442732,0.0776790288147654,-0.0962254682194168,-0.170150062337298,0.641575186134422
"C4orf3",0.404976432022385,0.112077391675694,0.336435038997921,0.116887167904869,-0.105514727660983,-0.0764605007767629,0.40122565784964
"C4orf31",0.143165575604712,-0.298076750722924,-0.105872362187141,0.200471222043072,0.268692392189401,0.308482105836743,0.105177015514921
"C4orf32",0.371605664301339,0.234920536957701,0.398014494213368,0.0493651831201407,-0.169853022644451,-0.183298102732846,0.316396493411168
"C4orf33",-0.134328075435675,0.0923552966886886,-0.0613122644988618,-0.177775105682667,0.0369592360472634,-0.161741584616038,-0.0742246530440102
"C4orf34",0.396757415452752,-0.25982598821505,0.0382177380170436,0.0507559990481946,0.299351591561094,0.210370398625454,0.370447192630517
"C4orf36",0.0580362589271411,-0.404931651752712,-0.2490085793445,0.0823570492021359,0.312139991950571,0.43488322289196,0.106626590669297
"C4orf38",0.227595150951353,-0.601780150765797,-0.255941749910151,0.228721837154321,0.421134373264712,0.637010578327211,0.143027502769203
"C4orf39",-0.0819013890927218,0.498535407355763,0.30521075911176,-0.0897974828586715,-0.440931893364567,-0.3960922218557,-0.160640054752012
"C4orf41",0.216619953067918,-0.392096196948545,-0.145112363935253,-0.0374206236739038,0.414151758994173,0.324248616268877,0.143415563349803
"C4orf42",-0.0117586722899589,0.200047409705723,0.130775109832076,-0.0159645142150293,-0.190616560759855,-0.150604099892555,0.0938925237556555
"C4orf43",0.578190149620327,0.0087364050147451,0.354217734032162,0.0478649471474897,0.098246807871814,-0.0207024439091636,0.531916748621491
"C4orf44",-0.214176067035991,-0.175416528017285,-0.277600635554183,-0.181164609173322,0.314979228630856,0.0433296187155147,-0.162328117526567
"C4orf45",-0.0193097221521809,-0.395774514442156,-0.355026635658973,-0.18882356246514,0.598513206968448,0.213774421443225,0.122897621694923
"C4orf46",0.658116497327833,0.0723567992062196,0.446083339258565,0.112720525142926,-0.0517447133300357,-0.0731580132554912,0.559449602545255
"C4orf48",0.516083855242329,0.110101945954113,0.394650163676698,0.111216791393981,-0.0625299098677509,-0.0661933214474968,0.547387814412384
"C4orf49",0.0481709846524873,-0.575585697895412,-0.345321204638656,0.21714958324716,0.495320672035123,0.572674283675668,0.0903978312016716
"C4orf50",-0.126769289593344,0.0451216812365489,-0.051089910278704,-0.00760187031183493,0.0247311309851407,-0.0168112782665345,-0.0941142344589525
"C4orf51",-0.0492472955287609,0.456376790036789,0.28676879163935,-0.186726252674271,-0.288981705902267,-0.42688203974575,0.0301054079135739
"C4orf52",0.440993883099746,0.130680883553052,0.383247892700079,0.0712052988502327,-0.0635231608601783,-0.0969092347575811,0.635366294029932
"C5AR1",0.213644230694637,-0.60509942751784,-0.32392895233058,-0.0243355908650047,0.784244841609886,0.419259807712939,0.148870227290057
"C5orf13",0.221882453942253,0.536033818568678,0.527859390838632,-0.00959305637904715,-0.524732705850772,-0.42411947810189,0.302533620358631
"C5orf20",0.219766428854008,0.809417574477654,0.717642755318525,-0.0629459770449393,-0.664297512684742,-0.699761164239717,0.289598410798713
"C5orf22",0.421613360538774,-0.513474134711127,-0.103363468171585,0.130723591138466,0.497749341889506,0.443419831437108,0.389475600514853
"C5orf23",0.333847060312751,0.61222236074626,0.653634893333007,-0.0258464121169119,-0.426083365988268,-0.55626940353083,0.343434287452913
"C5orf24",0.114391550113988,-0.274150505650322,-0.131288999553884,-0.000816761369107208,0.262803676671681,0.201867893354244,0.133832138291934
"C5orf27",0.211509891568283,-0.390729537214356,-0.169051328926258,-0.0767678538441568,0.599138559115708,0.229724496434803,0.153042795152502
"C5orf28",0.366923300624248,0.188094281263028,0.337575000850349,-0.0125994719852864,-0.15258638922518,-0.154544587876048,0.398549482953909
"C5orf32",0.521068981774931,-0.373503911564095,0.0386781033815515,0.114388287565343,0.43069310321171,0.350814172956721,0.463543681738471
"C5orf33",0.706414864464204,0.0842150445165764,0.482284382190054,0.115642192822495,0.0108949265485123,-0.0638050949090643,0.702306038197103
"C5orf35",0.171290086291732,-0.239443893485413,-0.0760498814603335,0.0342041177540072,0.231916945497573,0.186759770667227,0.157799328651923
"C5orf36",0.691052772770331,0.162032578509271,0.525829606810575,0.0843676933917644,-0.126329214706145,-0.116755430579467,0.518408489657336
"C5orf37",0.717186810621389,0.136377672439371,0.528271072039626,0.130940097503956,-0.0903518115613176,-0.0821168788656814,0.703070421938468
"C5orf38",-0.242305851378078,-0.749294578812751,-0.645484839434132,0.230502420688265,0.453737652397068,0.859965733094232,-0.243203313228845
"C5orf39",0.233763269540593,-0.393376094578926,-0.108182771670648,0.223243775939067,0.343832749871861,0.313366265078081,0.142557144002753
"C5orf4",-0.189820959099264,-0.818436926456579,-0.724709879100466,-0.0150573056075357,0.861645154054112,0.631247945620599,-0.222645124454117
"C5orf40",0.186037282925169,0.770475872203461,0.676873785203405,-0.00498715985067404,-0.634969463447443,-0.669121408825152,0.240241978458982
"C5orf41",0.527485277770633,0.222538156566068,0.465919596547988,0.00830018860168763,-0.182224872283792,-0.177481004335431,0.434456825587809
"C5orf42",0.0960272515331446,-0.313699222120679,-0.163531003854841,0.0408932197219736,0.355885276236491,0.214694828708986,0.198647791210438
"C5orf43",0.354756749741814,-0.217265645740542,0.068206152981886,0.0638993462630745,0.262389677030088,0.164888732454351,0.291741404767673
"C5orf44",0.618475397829382,0.0992846017551931,0.450052623397682,0.0846655516716882,-0.105057917372249,-0.0568429357537939,0.492243299929507
"C5orf45",0.384181305303483,0.173836658437544,0.35480425177786,0.0172390710586074,-0.0930129436650164,-0.171700427111994,0.513477090686265
"C5orf48",-0.207545820945191,-0.374499892627787,-0.404788688657174,-0.0556990736134681,0.516882702484836,0.253474095012439,-0.164550383884651
"C5orf49",-0.229148150012657,-0.636179015019159,-0.555984920519449,0.211312815016367,0.440276423193018,0.702772186182746,-0.244525264994437
"C5orf51",0.732276457989797,0.0828397963267659,0.504764953713158,0.108216872225257,-0.0525265113189739,-0.0413427500522695,0.574858480009254
"C5orf52",0.197664825206918,-0.219178060233683,0.000742656437675674,0.165645173960685,0.0861739765988122,0.267619764658025,0.144122913727327
"C5orf53",-0.160945703854402,-0.754782804282099,-0.618474018475073,0.225737557490217,0.635046785585634,0.728826316990464,-0.182166308901936
"C5orf54",0.482254459847052,0.0686024307153612,0.34805162255532,0.105607680387938,-0.0990501949405197,-0.00374310730893879,0.397387822581292
"C5orf55",0.337018205866559,0.055129028687086,0.264205767306592,0.0341360035956887,-0.0328124508596196,-0.00652227655545268,0.354788847602275
"C5orf56",0.714616327554544,0.184986410228034,0.555219088415042,0.0728223077382331,-0.0947146258581237,-0.146436161159567,0.706607943071229
"C5orf58",-0.280514241039116,-0.0329373972742974,-0.2170213350695,-0.0290029190017029,-0.0604384082074354,0.0349429885777888,-0.28102230037085
"C5orf62",-0.0573218300621099,-0.669585684314077,-0.547742214791476,-0.167401813238214,0.858615563643811,0.419763345493348,-0.0663984411299448
"C6orf1",0.442812051196876,0.276551654132398,0.442448678499471,-0.0220251156796159,-0.182539335175439,-0.253087217631495,0.534269789732098
"C6orf10",-0.0614265710217199,0.0581205814349479,-0.00433775915835224,-0.0974416002065581,0.152106742850532,-0.135615164179644,-0.0290621086452805
"C6orf103",0.231849679892057,0.125156952850076,0.249881139503512,-0.0865946573510677,-0.0289231411938596,-0.131311669971693,0.221544731711406
"C6orf105",-0.133368639710361,-0.494700955306171,-0.471414242112184,-0.105057216465553,0.723596425825173,0.288079415177949,-0.18413151357705
"C6orf106",0.26296808992582,-0.488698143111321,-0.200306309880968,-0.0521861149003842,0.564600558683138,0.351982177834594,0.183099538751609
