sample_id,ME0,ME1,ME2,ME3,ME4,ME5,ME6
GSE80417_9741779055_R04C01,-0.02648051120798,-0.0272881155039371,-0.0048801801474732,0.0118871808360608,-0.0142429279696319,-0.0067626758397502,-0.0445765065214046
GSE80417_9829119225_R04C01,0.0244248374525714,0.015835974530322,-0.0243555520211806,0.0166455077101732,-0.0130408034040859,0.0235405917820285,0.0087218833608579
GSE152027_3999095156_R03C02,-0.0352633183393499,-0.054296398302349,-0.0596834258550079,0.0406620227816233,-0.0413619668781413,-0.0116233102926863,-0.0113412176718545
GSE84727_3998928122_R04C01,-0.0102372011277258,-0.0038240785048932,-0.0034534875533172,-0.0325727615600908,0.0314642477975041,-0.0258557317860906,-0.0060066813870699
GSE147221_200397540051_R06C02,0.0041091209525858,0.0073026473768598,-0.0221624342429852,0.0094069126019514,-0.0171415584246028,0.0139100344842446,0.030128424943204
GSE152027_3999547121_R04C01,0.0312114944413001,0.0396815708776765,0.033314006668207,-0.0173460845879966,0.0174489815501926,0.0122039205873751,-0.0151445659384475
GSE84727_3998928130_R03C01,-0.0138631539719109,-0.0027069337033659,-0.00959278151112,-0.0030169861348168,0.0037184297406431,-0.0030071657576039,0.0187952190130893
GSE80417_9878827143_R03C02,-0.0456063168455721,-0.053854416055021,-0.0055396094370617,-0.0164886224656668,0.0094339983210018,-0.0408074667741867,0.0181073564612636
GSE84727_101103430127_R06C02,0.0115870916700514,0.0105544753064365,0.002218234270981,0.0352350364171713,-0.0206849783849747,0.0259142477800347,-0.0279431326354865
GSE147221_200049730101_R03C02,0.0061981152458362,-0.0033696015283257,-0.0314887256794456,0.0430420426514776,-0.0401112437929107,0.0291064527589912,-0.014408529851115
GSE80417_9828653039_R04C02,0.0436791363627903,0.0349097775523562,0.0236073087424767,-0.0169657961363952,-0.0008223068256174,0.0055725398437326,0.0127241802381534
